lyrics_filename,mood,lyrics,mood_cats
Joshua_Radin___Today,sad,"""Today LyricsShoelaces untied\nYou can dry your eyes\nPerfect shadows lie behind us\nAnd this is the day I make you mine\n\nThe way your hair lies\nSometimes unrecognized\nAll the way from Nice, today\nOn a train\nNothing to say, but there's still time\nAnd you are the one I've been waiting for today\nAnd here comes the sun, it's been baiting morn' today\n\nLately I've lost my tongue\nToday you found a song\nUnknown our love has grown\nAnd I thank God you came along\n\nAnd you are the one I've been waiting for today\nAnd here comes the sun, it's been baiting morn' today\n\nYou looked right through me, there was no one else\nI sat beside you and became myself today\nToday\n\nAnd you are the one I've been waiting for today\nAnd here comes the sun, it's been baiting morn' todayYou might also likeEmbed"", 'default'",1
Devendra_Banhart___Wake_Up__Little_Sparrow,happy,"""Wake Up, Little Sparrow Lyrics[Verse 1]\nWake up, wake up, little sparrow\nDon't make your home out in the snow\nDon't make your home out in the snow\n\n[Verse 2]\nLittle bird, oh don't you know?\nYour friends flew south many months ago\nYour friends flew south many months ago\n\n[Verse 3]\nYou're just a babe, you cannot fly\nYour wings won't spread up against the sky\nYour wings won't spread up against the sky\n[Verse 1]You might also likeEmbed"", 'default'",0
Alexz_Johnson___White_Lines,calm,"""White Lines LyricsI tried to tell you\nI've got to get away\nI tried to say\nI need my space\nI got to get some\nDistance in between\nMy heart and my head\n\nI'm on the razor's edge\nI've been here before\nI know the way\nWhite lines\nAnd headlights in my eyes\nWhite lines\nI'm ready to drive all night\nWhite lines\nHow many 'till I'm in your arms\nWhite lines\nWill bring me home\n\nI held you in\nMy arms last night\nI dreamed we were\nRiding on a star\nI kissed you and\nThe sun began to shine\nIn dreams I can do anything\n\nIt seems like I'm on my own\nIt feels like I'm losing it all\n\nWhite lines\nAnd headlights in my eyes\nWhite lines\nI'm ready to drive all night\nWhite lines\nHow many 'till I'm in your arms\nWhite lines\nWill bring me\nYou might also likeSeems like I've been here before\nI know the way\nSeems like I've been on my own\nSo long\nSo long\n\nWhite lines\nAnd headlights in my eyes\nWhite lines\nI'm ready to drive all night\nWhite lines\nHow many 'till I'm in your arms\nWhite lines\nWill bring me homeEmbed"", 'default'",2
Greeley_Estates___Let_The_Evil_Go_East,sad,"""Let the Evil Go East LyricsWill you send me a sign to show me that you're up there?\nI want to believe\n\nWhy should I trust in something I've never seen before?\nIn someone I've never met before?\nWhy should I trust in you?\nHow do I even know that you're even there?\n\nWill you send me a sign to show me that you're up there?\nI want to believe, open my eyes\nI want to know what I'm missing\nI'm not the man I thought I would be\nCan you help me?\nI'm so full of sin, the evil's inside me\nWill you help me?\n\nThey say there's nothing, and that I'm foolish to believe so\nAnd that it's all inside my head, that it's all inside\nTell me this is what I've waited for\n\nWill you send me a sign to show me that you're up there?\nI want to believe, open my eyes\nI want to know what I'm missing\nI want to believe\nWill you send me a sign to show me that you're up there?\nI want to believe\nOpen my eyes because I want to feel your grace\n\nAnd this time I'm sure, I know that you're listening\n\nCover your eyes, forget what you see\nGo west young man, let the evil go east\nX3\n\nThis time I'm sure, I know that you're listeningYou might also likeEmbed"", 'default'",1
Kate_MillerHeidke___I_Got_The_Way,happy,"'I Got The Way Lyrics[Verse 1]\nI got the way, the way has got me\nHolding my hand peculiarly\nSinging on the train and suddenly\nWhen I look up, they\'re staring at me\nSwapping looks like, ""What a freak""\n""All this excitement in the middle of the week""\nWell, I like to play the fool a little bit\nDon\'t even know that I\'m doing it\n\n[Chorus]\nSince you left things\'ve been changing\nChugging, chugging, chugging along\nI\'ve been busy rearranging\nWhere I get off and where I get on\n[Verse 2]\nWe caught the same train everyday\nI\'d seen you and you\'d seen me\nBut we both didn\'t see it was an express\nSo we ended up heading way out west\nIt was late, we had to wait for ages\n\'Til the next train came\nYou sat right up close to me\nI could feel your bony knee\n\n[Chorus]\nSince you left things\'ve been changing\nChugging, chugging, chugging along\nI\'ve been busy rearranging\nWhere I get off and where I get on\n\n[Bridge]\nAnd ooh, if you were here, I\'d lean over and say\nAnd ooh, if you were here today\nAnd ooh, if you were here, I\'d lean over and say\n""I got the way""\n\n[Verse 3]\nI got the way, the way has got me\nI still catch the 8:23\nYou sound distant on the phone\nDistant in distance and in tone\nIt\'s so much better when we\'re together\nWhy don\'t you pack up, leave that weather\nAnd come back home where it\'s always hot\nEven when it\'s not?\nYou might also like[Chorus]\nBut since you left things\'ve been changing\nChugging, chugging, chugging along\nI\'ve been busy rearranging\nWhere I get off and where I get on\n\n[Bridge]\nAnd ooh, if you were here, I\'d lean over and say\nAnd ooh, if you were here today\nAnd ooh, if you were here, I\'d lean over and say\n""I got the way""\n\n""I got the way""\n""I got the way""\nThings\'ve been changing\n""I got the way""\nIf you were here today\n""I got the way""\nThings\'ve been changing\n""I got the way""\nOh ohEmbed', 'default'",0
Gojira___Ocean_planet,happy,"""Ocean Planet Lyrics[Intro]\nGo\n\n[Verse 1]\nI'm in a mental cage, I'm locked up\nImprisoned, I live deathlike, sickening\nStrong is your hold on my resignation\nI, don't see the stars, my memories are veiled\n\n[Verse 2]\nIn fluid dreams, I fall, I'm restless\nWalls made of stone are turned into water now\nEnlightened demons take by the hand\nApproaching me, this great eye speaking\n[Verse 3]\nMountainous waves are breaking on my despair\nAwaken me, but I'm still dreaming\nAnd I just plunge into this sea of light\nSet open the doors of soul I'm living\n\n[Bridge]\nLightning struck me\nI see the path I was so scared of\nAnd fly to the stars\nConviction now increasing at last\nMy skin is broken\nI see the smallest part of me now\nMy mind is alive\nBut I'll never bow to this again\n\n[Verse 4]\nWhy do they call me there?\nHow can I fly?\nAll this water, I...\nI don't feel like I could ever swim to them\nWhales in the sky\nI feel they're so close inside and yet so far away\n\n[Verse 5]\nBurst into tears, I feel sad, my dreams aflame\nThe force is now away\nLie on a stone, drop this load and cry to see\nThe ocean planet is on burnSee Gojira LiveGet tickets as low as $62You might also like3Embed"", 'default'",0
Amerie___Gotta_Work,happy,"""Gotta Work Lyrics[Chorus]\nSometimes it's gonna be days like this\nSometimes it's gonna be rain like this\nSometimes you're gonna feel pain like this\nSometimes you gotta work hard for it\n'Cause when you're feeling low\nAnd you can't get no lower\nThat's when you know you're close\nSometimes you gotta work hard for it\n\n[Verse 1]\nI woke up in the morning\nIt's another cloudy day but\nThat never mattered too much to me, hey!\n'Cause it's still a new beginning\nAnd I know I got it in me\nHad my share of ups and downs\nBut now I know that I can do anything\n[Chorus]\nSometimes it's gonna be days like this\nSometimes it's gonna be rain like this\nSometimes you're gonna feel pain like this Uh, no\nSometimes you gotta work hard for it Hey!\n'Cause when you're feeling low Feeling low\nAnd you can't get no lower Oh\nThat's when you know you're close Uh\nSometimes you gotta work hard for it\n\n[Interlude 1]\nUh, give it to me\n\n[Verse 2]\nSome people think I'm aggressive\n'Cause I know what I want, but\nThat never mattered too much to me, hey!\nShow me somebody without a goal\nI'll show ya somebody with no control\n'Cause life's for livin', so go and get it\nBut when times get rough\nRemember nothing's for free\n\n[Chorus]\nSometimes it's gonna be days like this\nSometimes it's gonna be rain like this Sometimes\nSometimes you're gonna feel pain like this Oh\nSometimes you gotta work hard for it Gotta work, work hard for it\n'Cause when you're feeling low Feeling low\nAnd you can't get no lower Can't get no lower\nThat's when you know you're close Know you're close, yeah\nSometimes you gotta work hard for it Hey, hey!\nYou might also like[Interlude 2]\nOh, I gotta get it\nNa na, ah, ah oh\nHey hey hey hey hey!\n\n[Bridge]\nSometimes the road may seem too hard\nYou never really know for sure Ooh\nIf you're ever gonna make it, yeah, yeah\nSometimes the end may seem so far\nYou never really know for sure\nIf you've got the strength to make it\nBut you got to remember\n\n[Chorus]\nSometimes it's gonna be days like this Hey!\nSometimes it's gonna be rain like this But you gotta remember\nSometimes you're gonna feel pain like this\nSometimes you gotta work hard for it Oh, but you gotta work hard for it\n'Cause when you're feeling low So hard for it\nAnd you can't get no lower Hey!\nThat's when you know you're close Hey!\nSometimes you gotta work hard for it\n\n[Outro]\nDays like this Days like this\nRain like this Rain like this\nOh oh oh oh oh Feel pain like this\nGotta work hard for it\nGotta work hard for it\nHey! Hahaha\nOoh-ah, I do it 'cause I love it, ohEmbed"", 'default'",0
Flyleaf___This_Close,happy,"""This Close Lyrics[Verse 1]\nHad a dream that we were dead\nBut we pretended that we still lived\nWith no regrets we never bled\nAnd we took everything life could give\nAnd came up broken empty handed in the end\n\n[Pre-Chorus]\nIn the hearts of the blind\nSomething you'll never find is a vision of light\nWith the voice of the dead I'm screaming\n[Chorus]\nI don't know who I am anymore\nNot once in life have I been real\nBut I never felt this close before\nI've been looking in your window\nI've been dressing in your clothes\nI've been walking dead, watching you\nLong enough to know I can't go on\n\n[Verse 2]\nHad a dream that fire fell\nFrom an opening in the sky\nSomeone warned me of this hell\nAnd I spit in his naive eye\nAnd left him crying for my soul he said would die\n\n[Pre-Chorus]\nIn the hearts of the blind\nSomething you'll never find is a vision of light\nWith the voice of the dead I'm screaming\n\n[Chorus]\nI don't know who I am anymore\nNot once in life have I been real\nBut I never felt this close before\nI've been looking in your window\nI've been dressing in your clothes\nI've been walking dead, watching you\nLong enough to know I can't go on\nYou might also like[Pre-Chorus]\nIn the hearts of the blind\nSomething you'll never find is a vision of light\nWith the voice of the dead I'm screaming\n\n[Chorus]\nI don't know who I am anymore\nNot once in life have I been real\nBut I never felt this close before\nI've been looking in your window\nI've been dressing in your clothes\nI've been walking dead, watching you\nLong enough to know I can't go on\n\n[Outro]\nI've been looking in your window\nI've been dressing in your clothes\nI've been walking dead, watching you\nLong enough to know I can't go onEmbed"", 'default'",0
Elliott_Smith___Between_The_Bars,calm,"""Between the Bars Lyrics[Verse 1]\nDrink up, baby, stay up all night\nWith the things you could do, you won't but you might\nThe potential you'll be, that you'll never see\nThe promises you'll only make\nDrink up with me now and forget all about\nThe pressure of days, do what I say\nAnd I'll make you okay and drive them away\nThe images stuck in your head\n\n[Chorus]\nPeople you've been before that you\nDon't want around anymore\nThat push and shove and won't bend to your will\nI'll keep them still\n[Verse 2]\nDrink up, baby, look at the stars\nI'll kiss you again, between the bars\nWhere I'm seeing you there, with your hands in the air\nWaiting to finally be caught\nDrink up one more time and I'll make you mine\nKeep you apart, deep in my heart\nSeparate from the rest, where I like you the best\nAnd keep the things you forgot\n\n[Chorus]\nPeople you've been before that you\nDon't want around anymore\nThat push and shove and won't bend to your will\nI'll keep them stillYou might also like75Embed"", 'default'",2
Augie_March___One_Crowded_Hour,sad,"'One Crowded Hour Lyrics[Verse 1]\nNow, should you expect to see something that you hadn\'t seen\nIn somebody you\'d known since you were sixteen?\nIf love is a bolt from the blue\nThen what is that bolt but a glorified screw?\nAnd that doesn\'t hold nothing together\nFar from these nonsense bars and their nowhere music\nIt\'s making me sick and I know it\'s making you sick\nThere\'s nothing there, it\'s like eating air\nIt\'s like drinking gin with nothing else in\nAnd that doesn\'t hold me together\n[Chorus 1]\nBut for one crowded hour\nYou were the only one in the room\nI sailed around all those bumps in the night\nTo your beacon in the gloom\nI thought I had found my golden September\nIn the middle of that purple June\nBut one crowded hour\nWould lead to my wreck and ruin\n\n[Verse 2]\nNow, I know you like your boys who take their medicine\nFrom the bowl to their silver spoon\nWho run away with the dish and scale the fish\nBy the silvery light of the moon\nWho were taught from the womb to believe till the tomb\nThat as far as their bleeding eyes see\nIs a pleasure pen, meant for them\nBuilded and rent for them, not for the likes of me\nNo, not for the likes of you and me\n\n[Chorus 1]\nAnd for one crowded hour\nYou were the only one in the room\nAnd I sailed around all those bumps in the night\nTo your beacon in the gloom\nI thought I had found my golden September\nIn the middle of that purple June\nBut one crowded hour\nWould lead to my wreck and ruin\nYou might also like[Bridge]\nOh, but the green-eyed harpy of the salt land\nShe takes into hers, my hand\nShe says, ""Boy, I know you\'re lying\nOh, but then so am I!""\nAnd to this I said, ""Oh well""\n\n[Verse 3]\nNow, put me in a cage full of lions, I\'ll learn to speak lion\nIn fact I know the language well\nI picked it up while I was versing myself\nIn the languages they speak in hell\nThat night that silence gave birth to a baby\nBut they took it away to her silent dismay\nAnd they raised it to be a lady\nNow she can\'t keep her mouth shut\n\n[Chorus 1]\nAnd for one crowded hour\nYou were the only one in the room\nAnd I sailed around all those bumps in the night\nTo your beacon in the gloom\nI thought I had found my golden September\nIn the middle of that purple June\nBut one crowded hour\nWould lead to my wreck and ruin\n[Chorus 2]\nYes, that one crowded hour\nYou were the only one in the room\nWell, I played a few songs for those bumps in the night\nIn fact, I played this very tune\nBut you said, ""What is this six-stringed instrument\nBut an adolescent loom?""\nAnd one crowded hour\nWould lead to my wreck and ruin\n\n[Outro]\nYes, and one crowded hour\nWould lead to my wreck and ruin\nOh, and that one crowded hour\nWould lead to my wreck and ruin3Embed', 'default'",1
Diana_Krall___Ive_Got_You_Under_My_Skin,calm,"""I’ve Got You Under My Skin LyricsI've got you under my skin\nI have got you deep in the heart of me\nSo deep in my heart, you're really a part of me\nAnd I've got you under my skin\n\nI have tried so, not to give in\nI've said to myself this affair it never would go so well\nBut why should I try to resist when I know so well\nThat I've got you under my skin\n\nI would sacrifice anything come what might\nFor the sake of having you near\nIn spite of a warning voice, that comes in the night and repeats in my ear\nDon't you know you fool you never can win\nUse your mentality, wake up to reality\nFor each time I do, just the thought of you makes me stop before I begin\nBecause I've got you under my skinSee Diana Krall LiveGet tickets as low as $67You might also likeEmbed"", 'default'",2
Ben_Folds___Protection,calm,"""Protection Lyrics[Verse 1]\nTourists wear their wallets in high places when abroad\nSo as not to be ripped off in ways to which they're not apprised\nLawyers write some goofy terms in letters to the future\nSo as not to get all screwed by methods hereinafter devised\nSo will I\n\n[Chorus]\nAnd I guess I will protect myself from you\nSometimes, I get so tickled I can't talk\nBut I will protect myself from you\nI'll keep on reminding me I'm always free to walk\n[Verse 2]\nYou're not exactly what I'm looking for\nYou don't even know that but I've got it straight, I'm keeping it in mind\nNo you're not what I was looking for\nI just need a little bit of what you've got; a little bit\nDon't make me laugh\n\n[Chorus]\nAnd I guess I will protect myself from you\nSometimes, I get so tickled I can't talk\nBut I will protect myself from you\nAnd I'll keep on reminding me I'm always free to walk\n\n[Bridge]\nAlways free\nFree to walk, hey\nWhatever happens between you and me today probably will be okay\nBut won't bother me anyway\n\n[Chorus]\nAnd I guess I will protect myself from you\nSometimes, I get so tickled I can't talk\nBut I will protect myself from you\nAnd I'll keep on reminding me I'm always free to walk\nFree: F-R-E-E\nSee Ben Folds LiveGet tickets as low as $42You might also like[Bridge]\nYou can't, you can't hurt me 'cause I don't care about you\nNo, I don't give a shit, I don't give a shit about you, woah\n\n[Outro]\nThe pussy-ass sounds of white people playing jazz1Embed"", 'default'",2
Fiona_Apple___Get_Him_Back,happy,"""Get Him Back Lyrics[Verse 1]\nOne man, he disappoint me\nHe give me the gouge and he take my glee\nNow every other man I see\nRemind me of the one man who disappointed me\n\n[Chorus 1]\nWait till I get him back\nHe won't have a back to scratch\nYeah, keep turning that chin\nAnd you will see my face\nAs I figure how to kill what I cannot catch\n[Post-Chorus]\nSo I say, and on I go\nTo another one who disappoint me so\n\n[Verse 2]\nNext one up, a contemptible snob\nHe lived to put things in their place\nHe did a commendable job\nHe put himself so low\nHe can hardly even look me in the face\n\n[Chorus]\nSo wait till I get him back\nHe won't have a back to scratch\nYeah, keep turning that chin\nAnd you will see my face\nAs I figure how to kill what I cannot catch\n\n[Post-Chorus]\nOh, he made my blood just burn\nI flipped so far, I thought that I would not return\n\n[Verse 3]\nBut the last one I had who was getting my hopes up\nI might've been a little fast to dismiss\nI think he let me down, when he didn't disappoint me\nHe didn't always guess right, but he usually got my gist\nYou might also like[Chorus]\nSo wait till I get him back\nI'm gonna bring him home and I'll watch him unpack\nYeah, keep turning that chin\nAnd you will see my face is fixed on the one\nI'm gonna get back\n\n[Outro]\nI'm gonna get him back, I am\nI'm gonna get him back\nI really am\nI'm gonna get him back\nI'm gonna get him back\nI am, I'm gonna get him back, oh yeah4Embed"", 'default'",0
Cinema_Bizarre___The_Silent_Place,sad,"'The Silent Place LyricsThis is the silent place\nWhere everybody looks the same\nThis is the silent place\nWhere people speak but cannot hear\nThis is the silent place\nWhere millions die and no one cares\nThis is the silent place\nThis is the world that we have build\n\nThis is the silent place\nA place to face the agony\nThis is the silent place\nA place for you but not for me\nAll we need is fantasy\nAll to be we want to be\nAll you need is fantasy\nAll to be you want to be\nAll we need is fantasy\nAll to be we want to be\nAll you need is fantasy\nAll to be you want to be\n\nThis is the silent place\nWhere everybody speaks the same\nThis is the silent place\nWhere people stare but cannot see\n\nAll we need is fantasy\nAll to be we want to be\nAll you need is fantasy\nAll to be you want to be\nAll we need is fantasy\nAll to be we want to be\nAll you need is fantasy\n\nAll we need is fantasy\n\nAll we need is fantasy\nAll to be we want to be all you need\nAll you need is fantasy\nAll to be you want to be\nAll we need is fantasy\nAll to be we want to be all you need\nAll you need is fantasy fantasy\nAll to be you want to beYou might also likeEmbed', 'default'",1
Daylight_Dies___The_Morning_Light,sad,"'The Morning Light LyricsBlurred and pale\nI saw your face\nAs my body rests\nEverything has languished\nBut the sense\nOf a memory fading\n\nThe morning light\nSo thin I feel it breaking\nIt crosses the wall\nTowards my body\nThe wall above\nI saw it changing\nIn the morning light\nEmptiness expanding\nWounds kept fresh\nThrough careful tendingYou might also likeEmbed', 'default'",1
Halou___Hollow_Bones,happy,"""Hollow Bones LyricsI understand the principle\nWrapped it up inside my skull\nI just cannot seem to make it real\n\nDownward stroke, back and up\nDownward stroke, back and up\n\nAnd even without hollow bones\nAnd burdened down by all these clothes\nAgainst the forces of the Earth\nI swear that I will make it real\nAnd when we go\nTake nothing with us\n\nSoutherly\n\nAnd when it's cold\nThen they will miss us\n\nSoutherly\n\nI have intellectualized\nLooked at this from every side\nI just cannot seem to make it fly\n\nDownward stroke, back and up\nDownward stroke, back and up\n\nHush, pretty bird, don't you know you can't sing?\nWhoosh, little bird gonna take to the skyYou might also likeEmbed"", 'default'",0
Balligomingo___Wild_Butterfly,calm,"""Wild Butterfly LyricsSet your soul adrift Wild Butterfly\nLet your spirit free Wild Butterfly\nMoments come and fall to the ground\nAnd slowly fade away\n\nLift it up\nLift it up up and fly\nLift it up\nLift it up up and fly\n\nSet your course you'll see Wild Butterfly\nTowards the sun, to me Wild Butterfly\nWhy don't you go\nFly so far away\nI know what you want\nI know what you'll see\nI know what you want\nI know what you'll see\n\nLift it up\nLift it up up and fly\nLift it up\nLift it up up and flyYou might also likeEmbed"", 'default'",2
Buckcherry___Lit_Up,happy,"""Lit Up Lyrics[Intro]\nOh yeah!\nYou wanna find it!\nCome on yeah!\n\n[Verse 1]\nI'm on a plane with cocaine\nAnd yes, I'm all lit up again\nCough up love, and touch up\nYour mama said packing lines is sin\n[Chorus]\nAnd yes I'm all lit up again\nOn the couch, in my bed\nAnd yes I'm all lit up again, flying\nI love the cocaine, I love the cocaine\nMama can you wait, mama can you wait yeah\n\n[Verse 2]\nI'm on a train, and ride on\nYou know the train is staying off the track\nI'm in touch love, from this crutch\nWell you're on ten, but hunny I'm on eleven\n\n[Chorus]\nAnd yes I'm all lit up again\nOn the couch, in my bed\nAnd yes I'm all lit up again, flying\nI love the cocaine, I love the cocaine\nMama can you wait, mama can you wait yeah\n\n[Bridge]\nWell crack the door for the curious girl cause she's been waiting\nShe's been waiting\nChop a line for the fiending man cause he wants one\nYou know, you know you got to\nCan you feel it? can you feel it, tonight?\nAre you high love, tell me are you fucking high?\nIn the moment you are just so right\nYou're right love, are you right love?\nYou might also like[Chorus]\nAnd yes I'm all lit up again\nOn the couch, in my bed\nAnd yes I'm all lit up again, flying\nI love the cocaine, I love the cocaine\nMama can you wait, mama can you wait yeah\n\n[Outro]\nOh yeah\nDon't wanna fight that\nAlright, yeah\nYeah!Embed"", 'default'",0
Catherine_Feeny___Radar,sad,"""Radar LyricsMagnolia, Magnolia\nI guess I never told you\nYou're smiling\nI've been steady pulling for you\nTo make amends\nWith all the friends who told you\nThat selling out was wrong\n\nRoberta, Roberta\nI didn't mean to hurt you\nYou're easy\nIf need be I'll send someone a-searching\nNevermind your heart\nNevermind your soul\nYou're a rainbow\nThe spaceman, spaceman\nSpends his time a-racing\nChasing stardust\nA million miles away\nAnd when his air runs out\nHe'll have turn around\nHe'll fall all the way down\nTo the ground\n\nYou can leave me\nIn orbit\nTil I'm nothing more than\nThe one the radars lost\nThe one the radars lost\nThe one the radars lost\nOn the ground\n\nTogether, together\nWe're so very clever\nFlip nickels, the weather\nIt rains in the fountain\nI guess you never knew\nThere's someone like you\nAround every single corner\nAnd I'm so fucking bored\nYou might also likeYou can leave me in orbit\nTil I'm nothing more than\nThe one the radars lost\nThe one the radars lost\nThe one the radars lost\nOn the ground\n\nGoodbye now, goodbye now\nGo ahead and close your eyes now\nYou're frozen from skating too far out on the ice\nWhen someone pushed you down\nThere was no one else around\nNo one to pick you up\nFrom icy waters\n\nPlease bring me down\nPlease bring me down\nPleaseEmbed"", 'default'",1
Editors___The_Boxer,sad,"""The Boxer Lyrics[Verse 1]\nA bruised full moon play-fights with the stars\nThis place is our prison, its cells are the bars\nSo take me to town, I want to dance with the city\nShow me something ugly and show me something pretty\n\n[Chorus]\nDamn this place\nMakes a boy out of me\nThe ring meets my face\nBy the count of three\n[Verse 2]\nAn unwanted son pulls rank in the sky\nThe boxer isn't finished, he's not ready to die\nI'm attracted to the light, I am attracted to the heat\nIt's a violent night, there are boxers in the streets\n\n[Chorus]\nDamn this place\nMakes a boy out of me\nThe ring meets my face\nBy the count of three\n\n[Chorus 2]\nDamn this place\nMakes a boy out of me\nThe ring meets my face\nI'm a fallen oak tree\n\n[Bridge/Outro]\nDazed in the final count\nDazed in the final count\nI'm dazed in the final count\nDazed in the final countYou might also likeEmbed"", 'default'",1
From_First_to_Last___I_Once_Was_Lost_But_Now_Am_Profound,sad,"'I Once Was Lost, But Now Am Profound LyricsI\'d be a lying man if I said that ""Everything was fine,""\nBut sometimes lying\'s really the truth in disguise\nI\'ve come to find my heart isn\'t right with my soul\nTwo different loves with a similar glow\n\nI\'m two steps away from my subtle smooth escape\nAnd opportunity is knocking on my door\nI call in sick today\nI regret all my mistakes\nAnd opportunity is knocking on my door\nI\'m a tyrant you\'re a crook\nAnd we\'re all just selfish for a line with a hook\nAnd there\'s nothing in this ghost town but the cries and the souls that we\'ve found\n\nI\'m two steps away from my subtle smooth escape\nAnd opportunity is knocking on my door\nI call in sick today\nI regret all my mistakes\nAnd opportunity is knocking on my door\nI\'m two steps away from my subtle smooth escape\nAnd opportunity is knocking on my door\nI call in sick today\nI regret all my mistakes\nAnd opportunity is knocking on my door\n\nWhat a mess I become\nI\'m not sure if I\'m the right one\nIt\'s not just me; it\'s my whole generation\nGeneration\nGeneration\n\nI\'ve come to find my heart isn\'t right\nI\'ve come to find my heart isn\'t right with my soul\nWith my soul\nWith my soul\nWith my soul\nYou might also likeI\'m two steps away from my subtle smooth escape\nAnd opportunity is knocking on my door\nI call in sick today\nI regret all my mistakes\nAnd opportunity is knocking on my door\nAnd opportunity is knocking on my door\nAnd opportunity is knocking on my doorEmbed', 'default'",1
A_Static_Lullaby___Smooth_Modulator,sad,"""Smooth Modulator LyricsOne day we'll crash this van\nWind up in your attic\nAnd with what we learned last night\nWe can never take ourselves away\n\nNo self control\nWe are blown to the wind and we'll float\nFrom state to wretched state\nCrematories for past relationships\nWe separate ourselves\nCan we push this any further, Stand back\nAnd watch your family fall apart, Much more\nMuch more, then playing off of words but losing a piece of myself\n\nI'm sure were all the same and we've found a way to\nAssociate ourselves for love of money and were glorified\nWe separate ourselves\n\nCan we push this any further, stand back\nAnd watch your family fall apart, Much more\nMuch more, then playing off of words but losing a piece of myself\n\nOur lovers drink alone tonightYou might also likeEmbed"", 'default'",1
Ace_of_Base___All_That_She_Wants,happy,"'All That She Wants Lyrics[Intro]\nShe leads a lonely life\nShe leads a lonely life\n\n[Verse 1]\nWhen she woke up late in the morning light\nAnd the day had just begun\nShe opened up her eyes and thought\n""Oh, what a morning""\nIt\'s not a day for work\nIt\'s a day for catching tan\nJust lying on the beach and having fun\nShe\'s going to get you\n[Chorus]\nAll that she wants is another baby\nShe\'s gone tomorrow, boy\nAll that she wants is another baby, yeah\nAll that she wants is another baby\nShe\'s gone tomorrow, boy\nAll that she wants is another baby, yeah\nAll that she wants\nAll that she wants\n\n[Verse 2]\nSo, if you are in sight and the day is right\nShe\'s the hunter, you\'re the fox\nThe gentle voice that talks to you won\'t talk forever\nIt is a night for passion\nBut the morning means goodbye\nBeware of what is flashing in her eyes\nShe\'s going to get you\n\n[Chorus]\nAll that she wants is another baby\nShe\'s gone tomorrow, boy\nAll that she wants is another baby, yeah\nAll that she wants is another baby\nShe\'s gone tomorrow, boy\nAll that she wants is another baby, yeah Is another baby, yeah\nAh, ah\nYou might also like[Chorus]\nAll that she wants is another baby Is another baby, yeah\nShe\'s gone tomorrow, boy\nAll that she wants is another baby, yeah Is another baby, yeah\nAll that she wants is another baby Is another baby\nShe\'s gone tomorrow, boy\nAll that she wants is another baby, yeah Is another baby, yeah\n\n[Outro]\nAll that she wants\nAll that she wants11Embed', 'default'",0
Bonnie_Raitt___Something_To_Talk_About,happy,"""Something to Talk About Lyrics[Verse 1]\nPeople are talking, talking 'bout people\nI hear them whisper, you won't believe it\nThey think we're lovers kept under cover\nI just ignore it, but they keep saying\nWe laugh just a little too loud\nStand just a little too close\nWe stare just a little too long\nMaybe they're seein' something we don't, darling\n\n[Chorus]\nLet's give 'em something to talk about\nLet's give 'em something to talk about\nLet's give 'em something to talk about\nHow about love?\n[Verse 2]\nI feel so foolish, I never noticed\nYou'd act so nervous, could you be falling for me?\nIt took the rumor to make me wonder\nNow I'm convinced I'm going under\nThinkin' 'bout you every day\nDream 'bout you every night\nI'm hoping that you feel the same way\nNow that we know it, let's really show it, darling\n\n[Chorus]\nLet's give 'em something to talk about\nA little mystery to figure out, babe\nLet's give 'em something to talk about\nHow about love?\n\nLet's give 'em something to talk about, babe\nA little mystery to figure out\nLet's give 'em something to talk about\nHow about love?\n\nOoh, listen to 'em baby\nA little mystery won't hurt 'em\nLet's give 'em something to talk about\nHow about our love, love, love, loveSee Bonnie Raitt LiveGet tickets as low as $61You might also like1Embed"", 'default'",0
